Timestamp (UTC),Transaction Description,Currency,Amount,To Currency,To Amount,Native Currency,Native Amount,Native Amount (in USD),Transaction Kind,Transaction Hash
2022-10-30 07:18:30,Woolworths/Belmont Forum,AUD,-51.34,,,AUD,-51.34,-34.6409937295,,
2022-10-29 15:22:42,Burswood Car Rentals,AUD,-257.6,,,AUD,-257.6,-173.81223188,,
2022-10-28 21:21:55,Telco,AUD,-30.0,,,AUD,-30.0,-20.24210775,,
2022-10-26 16:29:21,Aldi Stores   Cloverda,AUD,-6.75,,,AUD,-6.75,-4.55447424375,,
2022-10-25 08:15:58,Coles Express 6913,AUD,-34.27,,,AUD,-34.27,-23.12323441975,,
2022-10-23 19:41:37,Zlr*Eagle Falls Spur,AUD,-105.2,,,AUD,-105.2,-70.98232451,,
2022-10-23 15:51:41,Family Fresh Market,AUD,-26.14,,,AUD,-26.14,-17.6376232195,,
2022-10-22 12:52:14,Burswood Car Rentals,AUD,-257.6,,,AUD,-257.6,-173.81223188,,
2022-10-21 11:32:28,TAUD -> AUD,AUD,1000.0,TAUD,1000.0,AUD,1000.0,674.736925,,
2022-10-18 15:53:15,Bp Kewdale Ts 2498,AUD,-24.01,,,AUD,-24.01,-16.20043356925,,
2022-10-15 09:46:32,Burswood Car Rentals,AUD,-257.6,,,AUD,-257.6,-173.81223188,,
2022-10-12 20:51:54,Spotify P1 E4 Ba7976,AUD,-15.99,,,AUD,-15.99,-10.78904343075,,
2022-10-11 15:42:50,Wan Chang Chinese,AUD,-200.0,,,AUD,-200.0,-134.947385,,
2022-10-11 08:17:34,Coles Express 6913,AUD,-32.94,,,AUD,-32.94,-22.2258343095,,
2022-10-09 16:02:29,Family Fresh Market,AUD,-25.7,,,AUD,-25.7,-17.3407389725,,
2022-10-09 15:51:15,Aldi Stores   Cloverda,AUD,-56.96,,,AUD,-56.96,-38.433015248,,
2022-10-09 08:12:15,Woolworths/Belmont Forum,AUD,-16.42,,,AUD,-16.42,-11.0791803085,,
2022-10-08 14:32:30,Burswood Car Rentals,AUD,-257.6,,,AUD,-257.6,-173.81223188,,
2022-10-08 11:32:02,Wild Holdings,AUD,-34.0,,,AUD,-34.0,-22.94105545,,
2022-10-06 16:39:53,Family Fresh Market,AUD,-33.47,,,AUD,-33.47,-22.58344487975,,
2022-10-06 16:32:01,Pline Ph Belmont Foru,AUD,-26.97,,,AUD,-26.97,-18.19765486725,,
2022-10-06 08:50:00,Woolworths/Belmont Forum,AUD,-19.8,,,AUD,-19.8,-13.359791115,,
2022-10-06 07:04:42,Debit - erroneous transaction reversal,AUD,885.59,,,AUD,885.59,597.54027341075,,
2022-10-05 14:12:41,Wan Chang Chinese,AUD,-250.0,,,AUD,-250.0,-168.68423125,,
2022-10-05 07:05:23,Belmont Oriental Supe,AUD,-11.17,,,AUD,-11.17,-7.53681145225,,
2022-10-05 05:57:59,TAUD -> AUD,AUD,600.0,TAUD,600.0,AUD,600.0,404.842155,,
2022-10-01 03:28:54,Netflix.Com,AUD,-22.99,,,AUD,-22.99,-15.51220190575,,
2022-09-29 01:16:20,TAUD -> AUD,AUD,32.0,TAUD,32.0,AUD,32.0,21.5915816,,
2022-09-28 20:00:40,Telco,AUD,-30.0,,,AUD,-30.0,-20.24210775,,
2022-09-26 23:48:53,TAUD -> AUD,AUD,35.0,TAUD,35.0,AUD,35.0,23.615792375,,
